filename,label,location,text_description
889.jpg,Flood,Kochi Harbor,Roads flooded around Kochi Harbor due to rising sea levels
890.jpg,Abnormal_Tide,Chennai Marina,Sudden drop and rise in tides noticed at Chennai Marina
891.jpg,Abnormal_Tide,Goa Beach,Sudden drop and rise in tides noticed at Goa Beach
892.jpg,no_hazard,Kanyakumari Beach,"A calm evening at Kanyakumari Beach, no hazard observed"
893.jpg,Storm_Surge,Lakshadweep Islands,"Cyclone impact causing storm surge at Lakshadweep Islands, water levels rising fast"
894.jpg,Tsunami,Nicobar Islands,People evacuating Nicobar Islands due to tsunami threat
895.jpg,Storm_Surge,Mumbai Coast,"Dangerous storm surge observed at Mumbai Coast, authorities alerted"
896.jpg,Storm_Surge,Kochi Harbor,"Dangerous storm surge observed at Kochi Harbor, authorities alerted"
897.jpg,no_hazard,Tuticorin Coast,"Fishing boats operating safely at Tuticorin Coast, no hazard reported"
898.jpg,Tsunami,Nicobar Islands,Earthquake tremors followed by sea water rushing in at Nicobar Islands
899.jpg,Flood,Mangalore Coast,Flooding reported in low lying areas of Mangalore Coast
900.jpg,Storm_Surge,Kovalam Beach Kerala,Waves reaching inland houses near Kovalam Beach Kerala due to cyclone surge
901.jpg,no_hazard,Lakshadweep Islands,"Sunny weather at Lakshadweep Islands, peaceful situation"
902.jpg,Tsunami,Kovalam Beach Kerala,Tsunami warning issued after unusual waves at Kovalam Beach Kerala
903.jpg,Abnormal_Tide,Mangalore Coast,Sea level behaving abnormally at Mangalore Coast
904.jpg,Abnormal_Tide,Kovalam Beach Kerala,Unusual tide patterns observed at Kovalam Beach Kerala
905.jpg,Tsunami,Nicobar Islands,Tsunami warning issued after unusual waves at Nicobar Islands
906.jpg,Tsunami,Puri Beach,Tsunami warning issued after unusual waves at Puri Beach
907.jpg,Storm_Surge,Nicobar Islands,Strong winds pushing seawater inland near Nicobar Islands
908.jpg,High_Waves,Kochi Harbor,"Huge waves crashing near Kochi Harbor, boats overturned"
909.jpg,Abnormal_Tide,Mangalore Coast,Sudden drop and rise in tides noticed at Mangalore Coast
910.jpg,Flood,Tuticorin Coast,Roads flooded around Tuticorin Coast due to rising sea levels
911.jpg,Flood,Kanyakumari Beach,Shops and houses submerged in water near Kanyakumari Beach
912.jpg,no_hazard,Nicobar Islands,"A calm evening at Nicobar Islands, no hazard observed"
913.jpg,no_hazard,Kolkata Coast,"A calm evening at Kolkata Coast, no hazard observed"
914.jpg,High_Waves,Diu Beach,"Huge waves crashing near Diu Beach, boats overturned"
915.jpg,High_Waves,Goa Beach,High tides making fishing risky at Goa Beach
916.jpg,High_Waves,Puri Beach,Unusually strong currents observed at Puri Beach
917.jpg,Flood,Nicobar Islands,Seawater entered houses near Nicobar Islands after heavy rainfall
918.jpg,no_hazard,Odisha Coast,"Sunny weather at Odisha Coast, peaceful situation"
919.jpg,Abnormal_Tide,Kolkata Coast,Sea level behaving abnormally at Kolkata Coast
920.jpg,Flood,Mangalore Coast,Flooding reported in low lying areas of Mangalore Coast
921.jpg,Storm_Surge,Kolkata Coast,"Dangerous storm surge observed at Kolkata Coast, authorities alerted"
922.jpg,High_Waves,Mumbai Coast,"Huge waves crashing near Mumbai Coast, boats overturned"
923.jpg,Storm_Surge,Chennai Marina,Strong winds pushing seawater inland near Chennai Marina
924.jpg,Flood,Goa Beach,Flooding reported in low lying areas of Goa Beach
925.jpg,Storm_Surge,Mumbai Coast,"Cyclone impact causing storm surge at Mumbai Coast, water levels rising fast"
926.jpg,Abnormal_Tide,Chennai Marina,Unusual tide patterns observed at Chennai Marina
927.jpg,Flood,Marina beach Chennai,Roads flooded around Marina beach Chennai due to rising sea levels
928.jpg,Flood,Kochi Harbor,Roads flooded around Kochi Harbor due to rising sea levels
929.jpg,Flood,Nagapattinam,Flooding reported in low lying areas of Nagapattinam
930.jpg,Abnormal_Tide,Nicobar Islands,Sudden drop and rise in tides noticed at Nicobar Islands
931.jpg,High_Waves,Kovalam Beach Kerala,"Strong waves hitting the shore at Kovalam Beach Kerala, people moving inland"
932.jpg,Tsunami,Nagapattinam,People evacuating Nagapattinam due to tsunami threat
933.jpg,Tsunami,Kanyakumari Beach,People evacuating Kanyakumari Beach due to tsunami threat
934.jpg,Tsunami,Visakhapatnam,Tsunami warning issued after unusual waves at Visakhapatnam
935.jpg,High_Waves,Diu Beach,"Huge waves crashing near Diu Beach, boats overturned"
936.jpg,no_hazard,Goa Beach,"A calm evening at Goa Beach, no hazard observed"
937.jpg,no_hazard,Mangalore Coast,"A calm evening at Mangalore Coast, no hazard observed"
938.jpg,no_hazard,Odisha Coast,"Sunny weather at Odisha Coast, peaceful situation"
939.jpg,no_hazard,Nagapattinam,"A calm evening at Nagapattinam, no hazard observed"
940.jpg,Storm_Surge,Marina beach Chennai,"Cyclone impact causing storm surge at Marina beach Chennai, water levels rising fast"
941.jpg,High_Waves,Nicobar Islands,"Strong waves hitting the shore at Nicobar Islands, people moving inland"
942.jpg,Tsunami,Nicobar Islands,"Sudden rise of sea water near Nicobar Islands, tsunami suspected"
943.jpg,Tsunami,Diu Beach,Tsunami warning issued after unusual waves at Diu Beach
944.jpg,High_Waves,Odisha Coast,"Huge waves crashing near Odisha Coast, boats overturned"
945.jpg,no_hazard,Nagapattinam,"Fishing boats operating safely at Nagapattinam, no hazard reported"
946.jpg,Tsunami,Kanyakumari Beach,People evacuating Kanyakumari Beach due to tsunami threat
947.jpg,Storm_Surge,Kanyakumari Beach,"Dangerous storm surge observed at Kanyakumari Beach, authorities alerted"
948.jpg,Tsunami,Kochi Harbor,People evacuating Kochi Harbor due to tsunami threat
949.jpg,Tsunami,Rameswaram Shore,Earthquake tremors followed by sea water rushing in at Rameswaram Shore
950.jpg,Abnormal_Tide,Marina beach Chennai,Unusual tide patterns observed at Marina beach Chennai
951.jpg,High_Waves,Andaman Islands,Unusually strong currents observed at Andaman Islands
952.jpg,no_hazard,Mumbai Coast,"Sunny weather at Mumbai Coast, peaceful situation"
953.jpg,no_hazard,Andaman Islands,"Tourists enjoying the beach at Andaman Islands, everything normal"
954.jpg,Flood,Kovalam Beach Kerala,Shops and houses submerged in water near Kovalam Beach Kerala
955.jpg,High_Waves,Rameswaram Shore,Unusually strong currents observed at Rameswaram Shore
956.jpg,Tsunami,Diu Beach,Earthquake tremors followed by sea water rushing in at Diu Beach
957.jpg,Flood,Kovalam Beach Kerala,Shops and houses submerged in water near Kovalam Beach Kerala
958.jpg,Storm_Surge,Puri Beach,"Dangerous storm surge observed at Puri Beach, authorities alerted"
959.jpg,Abnormal_Tide,Lakshadweep Islands,Fishermen report unusual tidal activity near Lakshadweep Islands
960.jpg,Flood,Goa Beach,Seawater entered houses near Goa Beach after heavy rainfall
961.jpg,Storm_Surge,Nagapattinam,Strong winds pushing seawater inland near Nagapattinam
962.jpg,Tsunami,Mumbai Coast,People evacuating Mumbai Coast due to tsunami threat
963.jpg,Tsunami,Odisha Coast,People evacuating Odisha Coast due to tsunami threat
964.jpg,Tsunami,Lakshadweep Islands,Tsunami warning issued after unusual waves at Lakshadweep Islands
965.jpg,Tsunami,Chennai Marina,"Sudden rise of sea water near Chennai Marina, tsunami suspected"
966.jpg,Storm_Surge,Marina beach Chennai,Waves reaching inland houses near Marina beach Chennai due to cyclone surge
967.jpg,Tsunami,Mangalore Coast,"Sudden rise of sea water near Mangalore Coast, tsunami suspected"
968.jpg,Flood,Kolkata Coast,Seawater entered houses near Kolkata Coast after heavy rainfall
969.jpg,Abnormal_Tide,Marina beach Chennai,Sea level behaving abnormally at Marina beach Chennai
970.jpg,High_Waves,Diu Beach,Unusually strong currents observed at Diu Beach
971.jpg,Flood,Nagapattinam,Seawater entered houses near Nagapattinam after heavy rainfall
972.jpg,Storm_Surge,Kochi Harbor,Waves reaching inland houses near Kochi Harbor due to cyclone surge
973.jpg,High_Waves,Kolkata Coast,Unusually strong currents observed at Kolkata Coast
974.jpg,Flood,Andaman Islands,Flooding reported in low lying areas of Andaman Islands
975.jpg,Tsunami,Diu Beach,People evacuating Diu Beach due to tsunami threat
976.jpg,Flood,Marina beach Chennai,Flooding reported in low lying areas of Marina beach Chennai
977.jpg,High_Waves,Tuticorin Coast,High tides making fishing risky at Tuticorin Coast
978.jpg,Flood,Mumbai Coast,Seawater entered houses near Mumbai Coast after heavy rainfall
979.jpg,Tsunami,Goa Beach,Tsunami warning issued after unusual waves at Goa Beach
980.jpg,Flood,Nagapattinam,Flooding reported in low lying areas of Nagapattinam
981.jpg,High_Waves,Kochi Harbor,"Huge waves crashing near Kochi Harbor, boats overturned"
982.jpg,Flood,Kovalam Beach Kerala,Flooding reported in low lying areas of Kovalam Beach Kerala
983.jpg,Abnormal_Tide,Lakshadweep Islands,Unusual tide patterns observed at Lakshadweep Islands
984.jpg,Abnormal_Tide,Nicobar Islands,Sea level behaving abnormally at Nicobar Islands
985.jpg,no_hazard,Chennai Marina,"A calm evening at Chennai Marina, no hazard observed"
986.jpg,Tsunami,Kochi Harbor,"Sudden rise of sea water near Kochi Harbor, tsunami suspected"
987.jpg,Tsunami,Chennai Marina,Earthquake tremors followed by sea water rushing in at Chennai Marina
988.jpg,Tsunami,Nicobar Islands,Tsunami warning issued after unusual waves at Nicobar Islands
989.jpg,Storm_Surge,Kochi Harbor,Waves reaching inland houses near Kochi Harbor due to cyclone surge
990.jpg,Abnormal_Tide,Kovalam Beach Kerala,Fishermen report unusual tidal activity near Kovalam Beach Kerala
991.jpg,Abnormal_Tide,Nicobar Islands,Unusual tide patterns observed at Nicobar Islands
992.jpg,Tsunami,Marina beach Chennai,"Sudden rise of sea water near Marina beach Chennai, tsunami suspected"
993.jpg,High_Waves,Andaman Islands,High tides making fishing risky at Andaman Islands
994.jpg,Flood,Pondicherry Beach,Flooding reported in low lying areas of Pondicherry Beach
995.jpg,no_hazard,Kanyakumari Beach,"Sunny weather at Kanyakumari Beach, peaceful situation"
996.jpg,High_Waves,Visakhapatnam,Unusually strong currents observed at Visakhapatnam
997.jpg,Flood,Nagapattinam,Shops and houses submerged in water near Nagapattinam
998.jpg,High_Waves,Kolkata Coast,"Huge waves crashing near Kolkata Coast, boats overturned"
999.jpg,High_Waves,Puri Beach,High tides making fishing risky at Puri Beach
1000.jpg,Tsunami,Andaman Islands,People evacuating Andaman Islands due to tsunami threat
1001.jpg,High_Waves,Chennai Marina,Unusually strong currents observed at Chennai Marina
1002.jpg,Abnormal_Tide,Pondicherry Beach,Unusual tide patterns observed at Pondicherry Beach
1003.jpg,High_Waves,Puri Beach,Unusually strong currents observed at Puri Beach
1004.jpg,High_Waves,Diu Beach,"Huge waves crashing near Diu Beach, boats overturned"
1005.jpg,Flood,Kochi Harbor,Shops and houses submerged in water near Kochi Harbor
1006.jpg,Flood,Nagapattinam,Roads flooded around Nagapattinam due to rising sea levels
1007.jpg,High_Waves,Pondicherry Beach,Unusually strong currents observed at Pondicherry Beach
1008.jpg,Tsunami,Kolkata Coast,Tsunami warning issued after unusual waves at Kolkata Coast
1009.jpg,Tsunami,Mumbai Coast,Tsunami warning issued after unusual waves at Mumbai Coast
1010.jpg,Tsunami,Mangalore Coast,Tsunami warning issued after unusual waves at Mangalore Coast
1011.jpg,no_hazard,Kolkata Coast,"Sunny weather at Kolkata Coast, peaceful situation"
1012.jpg,Abnormal_Tide,Kochi Harbor,Unusual tide patterns observed at Kochi Harbor
1013.jpg,no_hazard,Tuticorin Coast,"Sunny weather at Tuticorin Coast, peaceful situation"
1014.jpg,Tsunami,Kanyakumari Beach,People evacuating Kanyakumari Beach due to tsunami threat
1015.jpg,Flood,Nagapattinam,Roads flooded around Nagapattinam due to rising sea levels
1016.jpg,Tsunami,Kolkata Coast,"Sudden rise of sea water near Kolkata Coast, tsunami suspected"
1017.jpg,Flood,Mumbai Coast,Roads flooded around Mumbai Coast due to rising sea levels
1018.jpg,High_Waves,Visakhapatnam,"Strong waves hitting the shore at Visakhapatnam, people moving inland"
1019.jpg,Storm_Surge,Lakshadweep Islands,"Dangerous storm surge observed at Lakshadweep Islands, authorities alerted"
1020.jpg,Tsunami,Lakshadweep Islands,People evacuating Lakshadweep Islands due to tsunami threat
1021.jpg,Tsunami,Lakshadweep Islands,Earthquake tremors followed by sea water rushing in at Lakshadweep Islands
1022.jpg,Flood,Nicobar Islands,Roads flooded around Nicobar Islands due to rising sea levels
1023.jpg,Tsunami,Tuticorin Coast,People evacuating Tuticorin Coast due to tsunami threat
1024.jpg,Storm_Surge,Tuticorin Coast,Waves reaching inland houses near Tuticorin Coast due to cyclone surge
1025.jpg,Storm_Surge,Marina beach Chennai,"Dangerous storm surge observed at Marina beach Chennai, authorities alerted"
1026.jpg,Storm_Surge,Kovalam Beach Kerala,"Dangerous storm surge observed at Kovalam Beach Kerala, authorities alerted"
1027.jpg,Abnormal_Tide,Rameswaram Shore,Fishermen report unusual tidal activity near Rameswaram Shore
1028.jpg,Abnormal_Tide,Mangalore Coast,Unusual tide patterns observed at Mangalore Coast
1029.jpg,Storm_Surge,Rameswaram Shore,Waves reaching inland houses near Rameswaram Shore due to cyclone surge
1030.jpg,High_Waves,Mumbai Coast,"Strong waves hitting the shore at Mumbai Coast, people moving inland"
1031.jpg,High_Waves,Kovalam Beach Kerala,"Huge waves crashing near Kovalam Beach Kerala, boats overturned"
1032.jpg,Abnormal_Tide,Kolkata Coast,Fishermen report unusual tidal activity near Kolkata Coast
1033.jpg,High_Waves,Andaman Islands,Unusually strong currents observed at Andaman Islands
1034.jpg,no_hazard,Mumbai Coast,"Tourists enjoying the beach at Mumbai Coast, everything normal"
1035.jpg,Storm_Surge,Andaman Islands,"Dangerous storm surge observed at Andaman Islands, authorities alerted"
1036.jpg,High_Waves,Andaman Islands,"Huge waves crashing near Andaman Islands, boats overturned"
1037.jpg,Tsunami,Kovalam Beach Kerala,Tsunami warning issued after unusual waves at Kovalam Beach Kerala
1038.jpg,Abnormal_Tide,Rameswaram Shore,Sudden drop and rise in tides noticed at Rameswaram Shore
1039.jpg,no_hazard,Kolkata Coast,"Sunny weather at Kolkata Coast, peaceful situation"
1040.jpg,Flood,Visakhapatnam,Flooding reported in low lying areas of Visakhapatnam
1041.jpg,Flood,Nagapattinam,Shops and houses submerged in water near Nagapattinam
1042.jpg,no_hazard,Nicobar Islands,"Fishing boats operating safely at Nicobar Islands, no hazard reported"
1043.jpg,Flood,Visakhapatnam,Flooding reported in low lying areas of Visakhapatnam
1044.jpg,Flood,Tuticorin Coast,Seawater entered houses near Tuticorin Coast after heavy rainfall
1045.jpg,Storm_Surge,Kolkata Coast,"Dangerous storm surge observed at Kolkata Coast, authorities alerted"
1046.jpg,Storm_Surge,Goa Beach,"Dangerous storm surge observed at Goa Beach, authorities alerted"
1047.jpg,Flood,Puri Beach,Roads flooded around Puri Beach due to rising sea levels
1048.jpg,Flood,Tuticorin Coast,Shops and houses submerged in water near Tuticorin Coast
1049.jpg,no_hazard,Mumbai Coast,"A calm evening at Mumbai Coast, no hazard observed"
1050.jpg,Storm_Surge,Pondicherry Beach,Waves reaching inland houses near Pondicherry Beach due to cyclone surge
1051.jpg,High_Waves,Mangalore Coast,"Huge waves crashing near Mangalore Coast, boats overturned"
1052.jpg,Storm_Surge,Kanyakumari Beach,Waves reaching inland houses near Kanyakumari Beach due to cyclone surge
1053.jpg,High_Waves,Mangalore Coast,"Huge waves crashing near Mangalore Coast, boats overturned"
1054.jpg,High_Waves,Pondicherry Beach,"Strong waves hitting the shore at Pondicherry Beach, people moving inland"
1055.jpg,High_Waves,Lakshadweep Islands,"Strong waves hitting the shore at Lakshadweep Islands, people moving inland"
1056.jpg,Tsunami,Puri Beach,"Sudden rise of sea water near Puri Beach, tsunami suspected"
1057.jpg,High_Waves,Andaman Islands,High tides making fishing risky at Andaman Islands
1058.jpg,High_Waves,Odisha Coast,High tides making fishing risky at Odisha Coast
1059.jpg,High_Waves,Pondicherry Beach,High tides making fishing risky at Pondicherry Beach
1060.jpg,Flood,Goa Beach,Flooding reported in low lying areas of Goa Beach
1061.jpg,Abnormal_Tide,Tuticorin Coast,Fishermen report unusual tidal activity near Tuticorin Coast
1062.jpg,Flood,Kovalam Beach Kerala,Roads flooded around Kovalam Beach Kerala due to rising sea levels
1063.jpg,Storm_Surge,Visakhapatnam,Waves reaching inland houses near Visakhapatnam due to cyclone surge
1064.jpg,no_hazard,Nagapattinam,"A calm evening at Nagapattinam, no hazard observed"
1065.jpg,Tsunami,Kochi Harbor,Earthquake tremors followed by sea water rushing in at Kochi Harbor
1066.jpg,High_Waves,Tuticorin Coast,"Huge waves crashing near Tuticorin Coast, boats overturned"
1067.jpg,Flood,Andaman Islands,Seawater entered houses near Andaman Islands after heavy rainfall
1068.jpg,no_hazard,Mumbai Coast,"Sunny weather at Mumbai Coast, peaceful situation"
1069.jpg,Flood,Pondicherry Beach,Seawater entered houses near Pondicherry Beach after heavy rainfall
1070.jpg,Abnormal_Tide,Mumbai Coast,Sea level behaving abnormally at Mumbai Coast
1071.jpg,Tsunami,Odisha Coast,"Sudden rise of sea water near Odisha Coast, tsunami suspected"
1072.jpg,High_Waves,Pondicherry Beach,Unusually strong currents observed at Pondicherry Beach
1073.jpg,Storm_Surge,Kochi Harbor,Strong winds pushing seawater inland near Kochi Harbor
1074.jpg,Flood,Visakhapatnam,Seawater entered houses near Visakhapatnam after heavy rainfall
1075.jpg,Abnormal_Tide,Rameswaram Shore,Sudden drop and rise in tides noticed at Rameswaram Shore
1076.jpg,High_Waves,Kolkata Coast,High tides making fishing risky at Kolkata Coast
1077.jpg,High_Waves,Tuticorin Coast,Unusually strong currents observed at Tuticorin Coast
1078.jpg,Flood,Tuticorin Coast,Flooding reported in low lying areas of Tuticorin Coast
1079.jpg,Abnormal_Tide,Kovalam Beach Kerala,Sudden drop and rise in tides noticed at Kovalam Beach Kerala
1080.jpg,Storm_Surge,Puri Beach,Strong winds pushing seawater inland near Puri Beach
1081.jpg,no_hazard,Pondicherry Beach,"Tourists enjoying the beach at Pondicherry Beach, everything normal"
1082.jpg,Tsunami,Puri Beach,Earthquake tremors followed by sea water rushing in at Puri Beach
1083.jpg,Tsunami,Marina beach Chennai,"Sudden rise of sea water near Marina beach Chennai, tsunami suspected"
1084.jpg,Tsunami,Kolkata Coast,Earthquake tremors followed by sea water rushing in at Kolkata Coast
1085.jpg,Storm_Surge,Kolkata Coast,Strong winds pushing seawater inland near Kolkata Coast
1086.jpg,Storm_Surge,Lakshadweep Islands,"Cyclone impact causing storm surge at Lakshadweep Islands, water levels rising fast"
1087.jpg,no_hazard,Andaman Islands,"Tourists enjoying the beach at Andaman Islands, everything normal"
1088.jpg,Abnormal_Tide,Kolkata Coast,Fishermen report unusual tidal activity near Kolkata Coast
1089.jpg,High_Waves,Andaman Islands,Unusually strong currents observed at Andaman Islands
1090.jpg,Flood,Chennai Marina,Seawater entered houses near Chennai Marina after heavy rainfall
1091.jpg,Storm_Surge,Mumbai Coast,Strong winds pushing seawater inland near Mumbai Coast
1092.jpg,Flood,Kovalam Beach Kerala,Roads flooded around Kovalam Beach Kerala due to rising sea levels
1093.jpg,Tsunami,Tuticorin Coast,Tsunami warning issued after unusual waves at Tuticorin Coast
1094.jpg,Abnormal_Tide,Goa Beach,Sudden drop and rise in tides noticed at Goa Beach
1095.jpg,no_hazard,Diu Beach,"Sunny weather at Diu Beach, peaceful situation"
1096.jpg,Tsunami,Nagapattinam,Earthquake tremors followed by sea water rushing in at Nagapattinam
1097.jpg,Tsunami,Rameswaram Shore,Tsunami warning issued after unusual waves at Rameswaram Shore
1098.jpg,Abnormal_Tide,Nagapattinam,Sudden drop and rise in tides noticed at Nagapattinam
1099.jpg,Abnormal_Tide,Kochi Harbor,Fishermen report unusual tidal activity near Kochi Harbor
1100.jpg,Flood,Nicobar Islands,Roads flooded around Nicobar Islands due to rising sea levels
1101.jpg,Flood,Chennai Marina,Seawater entered houses near Chennai Marina after heavy rainfall
1102.jpg,Abnormal_Tide,Odisha Coast,Fishermen report unusual tidal activity near Odisha Coast
1103.jpg,Abnormal_Tide,Visakhapatnam,Sudden drop and rise in tides noticed at Visakhapatnam
1104.jpg,no_hazard,Diu Beach,"Fishing boats operating safely at Diu Beach, no hazard reported"
1105.jpg,Storm_Surge,Tuticorin Coast,"Dangerous storm surge observed at Tuticorin Coast, authorities alerted"
1106.jpg,Storm_Surge,Nagapattinam,"Cyclone impact causing storm surge at Nagapattinam, water levels rising fast"
1107.jpg,High_Waves,Tuticorin Coast,"Strong waves hitting the shore at Tuticorin Coast, people moving inland"
1108.jpg,no_hazard,Mangalore Coast,"A calm evening at Mangalore Coast, no hazard observed"
1109.jpg,Abnormal_Tide,Lakshadweep Islands,Unusual tide patterns observed at Lakshadweep Islands
1110.jpg,no_hazard,Lakshadweep Islands,"Tourists enjoying the beach at Lakshadweep Islands, everything normal"
1111.jpg,no_hazard,Tuticorin Coast,"A calm evening at Tuticorin Coast, no hazard observed"
1112.jpg,no_hazard,Andaman Islands,"Fishing boats operating safely at Andaman Islands, no hazard reported"
1113.jpg,Tsunami,Visakhapatnam,People evacuating Visakhapatnam due to tsunami threat
1114.jpg,Storm_Surge,Puri Beach,"Cyclone impact causing storm surge at Puri Beach, water levels rising fast"
1115.jpg,Storm_Surge,Andaman Islands,Waves reaching inland houses near Andaman Islands due to cyclone surge
1116.jpg,Flood,Nicobar Islands,Flooding reported in low lying areas of Nicobar Islands
1117.jpg,High_Waves,Lakshadweep Islands,High tides making fishing risky at Lakshadweep Islands
1118.jpg,Storm_Surge,Visakhapatnam,Strong winds pushing seawater inland near Visakhapatnam
1119.jpg,Storm_Surge,Andaman Islands,Strong winds pushing seawater inland near Andaman Islands
1120.jpg,no_hazard,Marina beach Chennai,"Fishing boats operating safely at Marina beach Chennai, no hazard reported"
1121.jpg,no_hazard,Nagapattinam,"Tourists enjoying the beach at Nagapattinam, everything normal"
1122.jpg,no_hazard,Kolkata Coast,"A calm evening at Kolkata Coast, no hazard observed"
1123.jpg,no_hazard,Tuticorin Coast,"A calm evening at Tuticorin Coast, no hazard observed"
1124.jpg,Flood,Diu Beach,Seawater entered houses near Diu Beach after heavy rainfall
1125.jpg,High_Waves,Kochi Harbor,Unusually strong currents observed at Kochi Harbor
1126.jpg,Flood,Nicobar Islands,Flooding reported in low lying areas of Nicobar Islands
1127.jpg,no_hazard,Lakshadweep Islands,"A calm evening at Lakshadweep Islands, no hazard observed"
1128.jpg,Abnormal_Tide,Mangalore Coast,Fishermen report unusual tidal activity near Mangalore Coast
1129.jpg,Flood,Andaman Islands,Roads flooded around Andaman Islands due to rising sea levels
1130.jpg,Tsunami,Puri Beach,"Sudden rise of sea water near Puri Beach, tsunami suspected"
1131.jpg,Tsunami,Kochi Harbor,Earthquake tremors followed by sea water rushing in at Kochi Harbor
1132.jpg,Flood,Kanyakumari Beach,Roads flooded around Kanyakumari Beach due to rising sea levels
1133.jpg,Storm_Surge,Goa Beach,Strong winds pushing seawater inland near Goa Beach
1134.jpg,Flood,Visakhapatnam,Roads flooded around Visakhapatnam due to rising sea levels
1135.jpg,Storm_Surge,Goa Beach,Waves reaching inland houses near Goa Beach due to cyclone surge
1136.jpg,Flood,Andaman Islands,Flooding reported in low lying areas of Andaman Islands
1137.jpg,Storm_Surge,Odisha Coast,"Dangerous storm surge observed at Odisha Coast, authorities alerted"
1138.jpg,Tsunami,Nicobar Islands,Tsunami warning issued after unusual waves at Nicobar Islands
1139.jpg,Tsunami,Goa Beach,Tsunami warning issued after unusual waves at Goa Beach
1140.jpg,Storm_Surge,Andaman Islands,Strong winds pushing seawater inland near Andaman Islands
1141.jpg,Flood,Kolkata Coast,Shops and houses submerged in water near Kolkata Coast
1142.jpg,High_Waves,Visakhapatnam,High tides making fishing risky at Visakhapatnam
1143.jpg,High_Waves,Visakhapatnam,Unusually strong currents observed at Visakhapatnam
1144.jpg,Flood,Kolkata Coast,Flooding reported in low lying areas of Kolkata Coast
1145.jpg,High_Waves,Kochi Harbor,Unusually strong currents observed at Kochi Harbor
1146.jpg,Flood,Puri Beach,Shops and houses submerged in water near Puri Beach
1147.jpg,Storm_Surge,Visakhapatnam,"Cyclone impact causing storm surge at Visakhapatnam, water levels rising fast"
1148.jpg,Flood,Kochi Harbor,Roads flooded around Kochi Harbor due to rising sea levels
1149.jpg,Tsunami,Chennai Marina,Earthquake tremors followed by sea water rushing in at Chennai Marina
1150.jpg,Abnormal_Tide,Kanyakumari Beach,Sea level behaving abnormally at Kanyakumari Beach
1151.jpg,Storm_Surge,Diu Beach,"Dangerous storm surge observed at Diu Beach, authorities alerted"
1152.jpg,Flood,Tuticorin Coast,Roads flooded around Tuticorin Coast due to rising sea levels
1153.jpg,High_Waves,Chennai Marina,"Strong waves hitting the shore at Chennai Marina, people moving inland"
1154.jpg,High_Waves,Kanyakumari Beach,Unusually strong currents observed at Kanyakumari Beach
1155.jpg,Storm_Surge,Lakshadweep Islands,"Dangerous storm surge observed at Lakshadweep Islands, authorities alerted"
1156.jpg,Abnormal_Tide,Mumbai Coast,Sudden drop and rise in tides noticed at Mumbai Coast
1157.jpg,Storm_Surge,Kolkata Coast,Strong winds pushing seawater inland near Kolkata Coast
1158.jpg,Flood,Marina beach Chennai,Flooding reported in low lying areas of Marina beach Chennai
1159.jpg,High_Waves,Diu Beach,"Huge waves crashing near Diu Beach, boats overturned"
1160.jpg,Tsunami,Diu Beach,"Sudden rise of sea water near Diu Beach, tsunami suspected"
1161.jpg,Abnormal_Tide,Goa Beach,Fishermen report unusual tidal activity near Goa Beach
1162.jpg,Flood,Rameswaram Shore,Roads flooded around Rameswaram Shore due to rising sea levels
1163.jpg,High_Waves,Kovalam Beach Kerala,"Strong waves hitting the shore at Kovalam Beach Kerala, people moving inland"
1164.jpg,Tsunami,Kochi Harbor,Earthquake tremors followed by sea water rushing in at Kochi Harbor
1165.jpg,Flood,Tuticorin Coast,Roads flooded around Tuticorin Coast due to rising sea levels
1166.jpg,Abnormal_Tide,Goa Beach,Sea level behaving abnormally at Goa Beach
1167.jpg,Storm_Surge,Lakshadweep Islands,"Dangerous storm surge observed at Lakshadweep Islands, authorities alerted"
1168.jpg,Flood,Kovalam Beach Kerala,Roads flooded around Kovalam Beach Kerala due to rising sea levels
1169.jpg,High_Waves,Kanyakumari Beach,"Strong waves hitting the shore at Kanyakumari Beach, people moving inland"
1170.jpg,High_Waves,Mangalore Coast,Unusually strong currents observed at Mangalore Coast
1171.jpg,Flood,Chennai Marina,Seawater entered houses near Chennai Marina after heavy rainfall
1172.jpg,Storm_Surge,Marina beach Chennai,Waves reaching inland houses near Marina beach Chennai due to cyclone surge
1173.jpg,Flood,Kanyakumari Beach,Seawater entered houses near Kanyakumari Beach after heavy rainfall
1174.jpg,Tsunami,Mumbai Coast,"Sudden rise of sea water near Mumbai Coast, tsunami suspected"
1175.jpg,Flood,Rameswaram Shore,Seawater entered houses near Rameswaram Shore after heavy rainfall
1176.jpg,Storm_Surge,Andaman Islands,"Cyclone impact causing storm surge at Andaman Islands, water levels rising fast"
1177.jpg,Tsunami,Pondicherry Beach,"Sudden rise of sea water near Pondicherry Beach, tsunami suspected"
1178.jpg,Storm_Surge,Kochi Harbor,Strong winds pushing seawater inland near Kochi Harbor
1179.jpg,High_Waves,Kochi Harbor,Unusually strong currents observed at Kochi Harbor
1180.jpg,Flood,Nagapattinam,Flooding reported in low lying areas of Nagapattinam
1181.jpg,Storm_Surge,Lakshadweep Islands,Waves reaching inland houses near Lakshadweep Islands due to cyclone surge
1182.jpg,no_hazard,Marina beach Chennai,"Tourists enjoying the beach at Marina beach Chennai, everything normal"
1183.jpg,Storm_Surge,Tuticorin Coast,"Cyclone impact causing storm surge at Tuticorin Coast, water levels rising fast"
